store_id,store_grade,store_name,member_id ,member_name,order_count,score,phone,store_qq,store_email,store_address,page
380633,31,浅草时光,110713,浅草时光花坊,5255,5,13823108559、13641456102,1050579493,2077326804@qq.com,桃源街道龙井村西区2栋1-2铺,13
438916,31,北京威威鲜花绿植超市2店,193871,1587024198,4607,5,18301004601,1587024198,1587024198@qq.com,通州区口子村,13
227063,31,广州你家花坊,21633,广州鲜花配送,4473,5,15902074545、18922756658,584999287,584999287@qq.com,广州市越秀区环市中路315号惠州大厦,13
303306,3111,爱花居上海市曹杨路店,27592,徐德思,1565,5,15000843778、18601634274,137096599,137096599@qq.com,上海市普陀区曹杨路957号B区1号,13
261832,31,信阳鲜花网,21595,信阳鲜花网,5042,5,13183365006、13603767530,635211484,635211484@qq.com,中山广场中心医院对面百合鲜花超市,13
333281,31,南昌花店-爱寻鲜花,62558,daxingxing,0,5,17099176757、15079081046,463854912,463854912@qq.com,青山湖区北京东路1819号京东天虹1楼,13
239748,31,菏泽祥元鲜花店,20399,祥元鲜花店,4491,5,15264081993,361152944,361152944@qq.com,菏泽市青年路三角花园往北60米路西,13
423149,31,一千零一夜花艺馆,167261,燕姐花花,4991,5,15910401573,512985921,512985921@qq.com,西城区西四东大街10,13
311059,31,北京温馨花艺,39946,一个花店,5238,5,18515603679、15510202445,412189895,412189895@qq.com,回龙观国仕汇小区13号楼底商209,13
281042,3,兰州蓝玫鲜花,21492,兰州蓝玫鲜花,3944,5,18694127297,894028581,2413179392@qq.com,甘肃省兰州市城关区甘南路236号,13
422036,31,广州喜羊羊鲜花速递,168687,喜羊羊鲜花速递,5806,5,13929180186、13929180186,918692958,918692958@qq.com,梅花园地铁站B口200米,12
291119,31,爱花居北京市复兴路店,9909,花开富贵,2143,5,18710119960、18301508447,1711461047,1585999260@qq.com,天利宏,12
307146,31,桐馨花店,33406,桐馨花店,2919,5,15220222775、13418666600,597161902,597161902@qq.com,滨河新村25栋,12
251330,31,石家庄成成花艺,22250,成成花坊,4679,5,13613317776,9879065,307938500@qq.com,育才街43中北侧100米路西,12
224405,32,爱花居昆明市昆州路店,21941,昆明七月雨,1736,5,13888007852,369401604,611ly@163.com,昆州路123号,12
414723,31,春园鲜花婚庆店。,145086,s13681949424,5308,5,13681949424,2210752108,2210752108@qq.com,安徽省合肥市肥西县文一名门绿洲(繁华大道南210米)名门绿洲文一名门绿洲北门,12
281595,31,成都有家花坊,22110,成都有家花坊,5607,5,13438967870,277422533,wangzhen277422@yahoo.cn,肖家河正街100号附5号,12
416386,31,千日鸿,147378,重庆蓝岛花店,5358,5,18983843685、13808031955,,2185166901@qq.com,会展花市b区116,12
265741,31,潍坊玫瑰花语鲜花,10989,潍坊玫瑰花语鲜花,5439,5,13573629975、13573629975,2856898801,2856898801@qq.com,文化路与民生街交叉路口南200米路西,12
301409,31,深圳龙岗木兰花店,25375,深圳龙岗木兰花店,5301,5,18822869430、18129946692,419346591,419346591@qq.com,龙岗区横岗街道心愉街9号,12
211991,3211,贵阳芯缘花艺,20866,幸运花艺,468,5,18188006216、15885502714,1083144149,1083144149@qq.com,宝山北路322号,11
218711,3111,贵阳蔓延花艺,22136,gouwei1314520@qq.com,3804,5,18985580950,2637466895,gouwei1314520@qq.com,富水南路74--2号,11
245671,311,上海浦东香语鲜花速递,22661,上海浦东香语鲜花,2707,5,15286021543、15855260414,792805078,792805078@qq.com,唐陆公路1602号,11
424066,31,北京朝阳区港缘花卉,173182,北京港缘花卉4,1858,5,13021957027、13021957027,854308857,1320661602@qq.com,星火西路19号苏宁易购,11
258750,31,上海久豪花坊,19528,久豪花坊,3422,5,13761192830,774684804,shjiuhao@hotmail.com,上海市静安区灵石路1197号,11
245269,32,无锡花之韵鲜花店,22139,505166687@qq.com,3061,5,18751553991,772631163,505166687@qq.com,无锡市崇安区南禅寺(地铁站)南禅寺(地铁站),11
240202,31,爱花居天津市嘉陵南里店,16155,爱雅鲜花店,5074,5,18920139961、18322218003,2990279634,tj_amandawq@163.com,天津市南开区嘉陵南里17号楼底商,11
286753,31,北京如意花坊,837,北京如意花坊,5460,5,13439428596、18810490051,804044829,804044829@qq.com,北京市朝阳区立水桥明天生活馆,11
288836,311,安妮时尚鲜花速递,10771,安妮时尚鲜花速递,2731,5,18601034080,1653073139,728337441@qq.com,北京市朝阳区霞光里35号院1号楼霞光里35号院-1号楼七单元101,11
302380,31,上海薇尼花艺,26543,上海薇尼花艺,5733,5,13761666683、13701624505,2439711947,2439711947@qq.com,上海市杨浦区控江路1442号,11
268591,32111,昆明七彩鲜花店,22241,ynhua@qq.com,55,5,13888644380、18987150062,112843490,ynhua@qq.com,联盟路尚义花市177号附4、5号,10
427066,311,蜂鸟鲜花,179169,上海蜂鸟鲜花,2021,5,15502111142,3454239521,3454239521@qq.com,淡水路100,10
220690,321,塘沽晴晴晴花店,18136,jsxyxuqiang,2847,5,15822619509、19802277120,417458531,417458531@qq.com,天津市滨海新区联合村6栋联合村-6号楼1门101,10
308058,311,美好鲜花（顺义店）,35218,美好鲜花1,2121,5,15321552622、18518098839,2540395325,lvdawei0306@163.com,顺义区宏城花园底商6号楼1-4,10
302057,311,佛山心贝花艺,26171,甜密密鲜花店,3959,5,15986073608,379323545,379323545@qq.com,大沥镇水头何公园,10
229248,311,苏州阿琳鲜花蛋糕实体店,19658,苏州野鹤鲜花,6065,5,15952448545,95894576,95894576@qq.com,凤凰街200号，唯爱花艺,10
301503,311,济南花之舞鲜花店,25480,济南花之舞鲜花店,4971,5,13256661006,1191508866,1191508866@qq.com,大明湖西南门对面,10
307974,311,爱花居银川市正源南街店,35078,紫藤花艺店,5645,5,15909506079、17795029147,63516585,63516585@qq.com,高新技术开发区正源南街145号,10
259169,311,北京鲜花,19475,北京芙蓉花艺,2646,5,13911861801,1500450495,laijianhui888@163.com,北京朝阳区东苇路鑫兆佳园15号楼一层底商,10
213683,3211,杭州花无缺花店,22787,杭州花无缺花店,1080,5,15888849713、15925661651,1308919842,1308919842@qq.com,东湖中路317号,10
235188,3322,厦门迷情花坊,21578,厦门迷情花坊,484,5,18900221131,499292778,499292778@qq.com,东坪二里187号,9
415699,3211,洪源花店,146486,爱花居东城店,1993,5,15301125290、18601034080,1653073139,13810021708@163.com,北京市东城区美术馆后街65号美术馆后街-65号楼美术馆后街65号楼下平房。,9
238226,311,北京火红的味道鲜花店,21286,北京彩虹蓝黛鲜花店,6427,5,18310083188、13621177511,2131416121,1527206618@qq.com,北沙滩华源冠军城1号楼,9
415680,311,蓝岛flower,146459,蓝岛flower,2818,5,13389246302、13389246302,414826140,414826140@qq.com,柏树林39号,9
255665,311,杭州蓝岛花卉,22145,杭州蓝岛花卉,652,5,15394299616、13376817828,1492968328,393622223@qq.com,华中南路219号花卉世界北区606-608,9
332827,311,花花110,62343,15606539567,6381,5,15606539567,302690742,302690742@qq.com,新天地东方茂商业中心3号楼1018室,9
300866,311,美奇花花,24712,美奇花花,46,5,13417359505、18198916090,2552732314,2552732314@qq.com,广州市越秀区云鹤南街,9
304473,311,北京亦香花坊,28930,1019542095,6195,5,15801039024、18618217939,1019542095,1019542095@qq.com,慧华苑东门,9
419251,311,花点心思鲜花坊,161597,花点心思鲜花坊,5963,5,17521278718、15001733278,863064837,863064837@qq.com,上海市浦东新区锦绣路(地铁站)锦绣路(地铁站),9
443414,311,上海波波花艺,202726,上海波波花艺,51,5,18616986929、13701624505,1164908366,1164908366@qq.co,浦东新区花木路108号,9
238429,321,安庆市翩翩花卉鲜花店,20991,安徽安庆翩翩鲜花,107,5,13855686387,1069330507,1069330507@qq.com,纺织南路98-3号,8
258587,322,明流时尚花艺,3680,明流时尚花艺,425,5,18106740358,986089708,laihao7878@163.com,温州市鹿城区滨江街道罗湾锦苑5栋106,8
421071,311,东莞花满楼,166766,东莞花满楼,6645,5,13823260817,68402688,68402688@qq.com,东莞市东城区莞城石井大道108,8
282187,311,重庆小雨花坊,11689,小雨花坊,6174,5,18323035795,1195024637,1195024637@qq.com,重庆市沙坪坝区三峡广场王府井B座26-12,8
311412,311,北京静花苑,40401,北京静花苑,6774,5,18810272589,714719525,7147525@qq.com,海淀区首体南路，主语国际,8
264472,311,蓝岛花卉,22572,南京蓝岛花卉,2124,5,13951761366、13327800616,864355248,1761551066@qq.com,南京市长虹路253号,8
252725,322,台州流星花房,17896,台州流星花房,78,5,13968403333,148137663,148137663@qq.com,温岭市泽国镇鹤池路160号,8
380919,311,花小姐鲜花坊,111076,花小姐鲜花店,6528,5,15142002263、13940563810,2028133809,2028133809@qq.com,兴工街28,8
236702,322,红袖添香花坊,12290,红袖添香,0,5,13371710315,284767778,qln0212@163.com,万泉河路62号院3号楼,8
303109,311,小丸子鲜花,27189,小丸子鲜花,5776,5,18618189880,43182315,43182315@qq.com,北京市丰台区东大街东里前平房,8
281022,321,北京花乐康语花艺,11036,北京花乐康语花艺,5002,5,13718683428,619626064,619626064@qq.com,立水桥地铁站附近,7
290842,3111,广州二八鲜花,22152,广州二八鲜花,2251,5,18925087137,297352000,297352000@qq.com,水荫路12号,7
437304,3111,魏巍鲜花配送,190617,魏巍鲜花配送,1010,5,13020281351、13701624505,2684475556,2684475556@qq.com,杨浦区控江路1628,7
421916,3111,上海鲜花配送实体店,168436,上海鲜花配送实体店,5929,5,15061640968、13761666683,1836815241,459777361@qq.com,金沙江路1688号,7
226162,3111,惠州千彩花店,18456,惠州千彩鲜花店,3644,5,15016066130、18003016275,910005680,linglang010@163.com,东湖花园 东湖三街89-42号,7
282476,3111,温州印象花艺,22116,温州印象花店,6880,5,18106786399,124393576,124393576@qq.com,浙江省温州市瓯海区塘西中路119号印象鲜花店,7
333018,3111,北京点点鲜花坊,62594,北京点点鲜花坊,7465,5,15801247798,2130321164,2130321164@qq.com,西城区广安门手帕口南街46-8号,7
308022,3111,浪漫花屋,34240,情人花漂亮,6761,5,17710855360,1689617767,1689617767@qq.com,西城区旧鼓楼大街大石桥4号,7
332993,3111,厦门益辉鲜花坊,62556,厦门益辉鲜花坊,3904,5,13123179551、18559891172,3189805828,3189805828@qq.com,东坪三里69号,7
301985,3111,小蜜蜂花城,26082,小蜜蜂花城,3961,5,13488923139、13982212046,2290921369,2290921369@qq.com,蜀汉路89号花好月圆,7
301025,321,馨爱鲜花,24904,馨爱鲜花,4869,5,15122435588,2667119830,2667119830@qq.com,光荣道栖霞里底商25号,6
231472,322111,宁波市海曙情缘平价鲜花店,21854,宁波情缘花艺,162,5,13008997747、18968296987,785826269,785826269@qq.com,南苑街30号（江东区江北区鄞州区）,6
415038,321,大大鲜花店,145537,大大鲜花店,9620,5,15652359167,382105939,382105939@qq.com,化工路59号,6
212378,32211,辽宁大连瓦房店永远鲜花蛋糕,18966,永远鲜花,769,5,13700116675,35251121,35251121@qq.com,共济街---五一路南行400M,6
302014,32,深圳花店,26120,信望爱鲜花店,7855,5,13128949537,2270273803,2270273803@qq.com,八卦岭,6
249676,32211,荥阳市爱尚花艺,19836,wpf0429,284,5,15537136009,712392922,712392922@qq.com,工业路与康泰路交叉口向南100米路东,6
272465,32,哈尔滨鲜花店,11234,哈尔滨鲜花蛋糕店,8691,5,13804500622、15645670220,243181627,哈尔滨鲜花蛋糕店,旭升南街,6
415787,32,晨曦花园,146590,晨曦花园,4394,5,13311073677、13641339459,2114224699,2114224699@qq.com,樱花园16号,6
223868,32,枫叶花艺空间,21432,南宁枫叶花艺,5874,5,18677112261、13768440537,,南宁枫叶花艺,思贤路35号,6
286134,3111,郁香阁鲜花,19482,郁香阁鲜花,7267,5,18611628885、15911141194,501395768,郁香阁鲜花,西直门交大东路56号,6
302379,321,上海成林花艺,26542,上海成林花艺,10433,5,13246145627、13701624505,3261546928,shnaghaichenglin@126.com,金汇路528号,5
304142,3222,明红花店,28536,开心一笑19788,299,5,13018983078、13018983078,595310657,595310657@qq.com,米市巷街道湖墅南路335号明红花店,5
301319,3221,南京品尚鲜花,25262,绿园鲜花,4500,5,13851624638、13905172385,981212780,981212780@qq.com,江苏省南京市秦淮区仙鹤街126号品尚鲜花,5
238045,3211,上海258鲜花,22918,上海258鲜花,5263,5,18221496557,1275888453,1275888453@qq.com,曹安公路1777号美城广场B区一楼1038-,5
278987,322,中山小榄鲜花店,10992,中山小榄鲜花店,5996,5,15016111338,513556423,958767638@qq.com,中山市市辖区广东省中山市小榄镇红山路46号(小榄人民公园西门)菊城酒店中山市小榄菊城大道28兮,5
421404,321,青海一间花店,159967,q162199849,9445,5,18097079102、18389925523,1394070160,1067549752@qq.com,西宁市城西区西关大街59号,5
218804,322111,银川七彩鲜花,21989,宁夏银川七彩鲜花,45,5,18695133554,65359734,he365479994@163.com,银川市民族南街星光华府7-2号（大致民族南街和治平路交接处往,5
303938,11,芊芊花坊,28308,芊芊花坊,13,5,13998018619,664846187,664846187@qq.com,鞍山市铁东区站前街14栋1号,5
289155,321,杭州逸家美花店,11328,逸家美花店,7725,5,15372056926、15958039212,3249501690,516358062@QQ.COM,拱墅区丰庆路710号对面（世纪联华对面）,5
267773,32111,重庆天际花艺,20783,重庆天际花艺,12371,5,13883044415、15023208088,373905552,373905552@qq.com,回兴工业园区宝圣西路133号,4
245067,32,杭州陌上花开（婚庆花艺连锁）,21988,18657120230,8161,5,13282000270、18658191600,1169060022,136748864@qq.com,文晖路212号,4
308509,3211,京燕鲜花店,36071,京燕鲜花店,12111,5,17611168399、17190186810,110867444,110867444@qq.com,丰台区梅市口路甲10号院,4
277843,3211,爱清清鲜花店,22641,爱清清鲜花,8292,5,13711287223,105716745,,中山大道棠下恒东商务酒店旁,4
248438,32211,东莞半边天花艺,21485,东莞半边天花艺,2308,5,13725783377、13725783377,569137146,569137146@qq.com,银丰路29号,4
266821,3211,西安浪漫满屋,22280,13379288771,7799,5,17766662168,929748906,929748906@qq.com,东二环北东元路248号,4
305011,3222,常州米伦蛋糕鲜花,29612,常州米伦蛋糕鲜花,71,5,13861278322、15195032047,43522608,43522608@qq.com,金鸡东路7-16,4
310908,322,银川花之语鲜花,39725,银川花之语鲜花,184,5,18995059156、18995059156,,447929083@qq.com,胜利南街628号,4
307137,322111,福州益辉鲜花坊,33390,福州益辉鲜花坊,1167,5,13123166251、18559891172,3601775731,254613559@qq.com,交通路112号（交通路小学旁）,4
305976,3211,花语嫣然鲜花工坊,30847,花语嫣然鲜花工坊,11090,5,13705172524、13851894160,244256257,244256257@qq.com,建邺区茶南,4
305833,32111,鸿鑫鲜花店,30551,鸿鑫花店,9995,5,13711696712、13527897546,1172803693,1172803693@qq.com,环市西路61号,3
222175,32111,北京小爽鲜花婚庆工作室,1230,北京小爽鲜花婚庆工作室,1018,5,13691593156、13691593156,1052380114,1052380114@qq.com,市天宁寺花卉市场鲜花厅9号 10号,3
233705,32111,广州心贝花艺,11074,广州心贝花店,6115,5,13580309721,519866793,519866793@qq.com,体育西广利55号102,3
294246,322211,杭州鲜花网,12703,杭州鲜花网,10,5,13735972256,526903767,992611266@qq.com,凤起花鸟市场东区,3
310941,32111,佛山家有花满楼,39770,佛山花满楼,5624,5,15818010254,139019603,139019603@qq.com,桂城店：桂城北约村住宅新区107号楼一层；顺德店：顺德龙江镇工商业二街12号,3
191719,3222,成都紫轩花坊,22628,成都紫轩花坊,3094,5,18280206850,2907933768,2907933768@qq.com,肖家河沿巷4号附1号,3
313532,32111,欣爱鲜花速递,42546,薛金苗,7886,5,17310516205、17310516205,3441506736,1945891099@qq.com,恩济庄-96号院北门,3
314074,32111,广州同城鲜花配送,43289,鲜花AAA,12963,5,15920185150、18820104916,1302409884,735135802@qq.com,客村地铁口旁,3
303686,32221,唐山花道鲜花坊,28023,唐山蜜糖花店,1841,5,18632552141,2901525,2901525@qq.com,吉祥路12号,3
310337,32111,玫瑰花艺,38938,苏州玫瑰花艺,12404,5,18550004613,2154886101,2154886101@qq.com,江苏省苏州市姑苏区永林二区67幢北少君书法工作室少君书法工作室隔壁玫瑰花坊,3
273308,332,新疆满天星花店,22140,新疆满天星花店,3807,5,13579948416、13039446498,,mtxszy@qq.com,新疆乌鲁木齐经济技术开发区澎湖路88号万达华府小区4区9栋1层商业115室满天星花店（万达店）,2
270507,3222,北京火红新奥鲜花店,22096,戴红,15910,5,13621177511、13391987748,732803558,dhflower@126.com,北京市朝阳区北沙滩桥东南角大屯路南沙滩66号华源冠军城1号楼3单元313,2
276138,332,芜湖茉莉花坊,20386,茉莉花坊,18,5,18955332790,290517645,290517645@qq.com,天置山庄5栋5号门面,2
332739,322111,Lover鲜花店,62225,Lover鲜花店,12966,5,13522543137、15510042573,286658276,286658276@qq.com,双桥国泰百货一层底商,2
211330,3311,长沙鲜花店留香花艺,16575,长沙鲜花店留香花艺,80,5,13272019089,1035032778,1035032778@qq.com,营盘路289号,2
300705,32211,上海疏影鲜花,24528,上海疏影鲜花,11642,5,13166037880、17721121266,2167315519,331222519@qq.com,九亭大街921号,2
309439,3221,三华海风鲜花店,37618,林海风,14887,5,15153131252、15668396656,1532808666,1532808666@qq.com,济南市历下区历山路95号,2
333286,3222111,魔与花艺生活馆,62923,严艳,49,5,13984114693、15885508962,1731232140,1731232140@qq.com,市府路鲜花超市-1楼B-21,2
300481,322211,洪霏花艺,24255,洪霏花艺,1425,5,15313089291、17710487087,1136623571,1136623571@qq.com,丰台区 南四环中路256号,2
306275,322,深圳心情花艺,31396,深圳心情花艺,14067,5,18188627386、13600175155,3171739833,3171739833@qq.com,华富村东区,2
426283,2221,上海新悦花店,177632,上海新悦花店,2788,5,13761337692、15921668221,3264073653,1259886953@qq.com,杨柳青路719号,38
308457,22211,馨语鲜花店,35904,馨语鲜花店名,2889,5,18575856310,499239052,499239052@qq.com,广东省佛山市禅城区燎原路华安市场,38
246544,31,杭州米兰花店,3476,杭州米兰花店,535,5,13606531993,506999266,506999266@qq.com,凤起东路11号凤起花鸟城正大门西面第一家米兰花店,38
415380,2221,轩之花艺花店,145635,邓书军,2735,5,13327835510,271294838,271294838@qq.com,南京市鼓楼区久安里19号楼久安里-19号楼,38
199838,3,周口金贝壳花店,22225,393826076@qq.com,1155,5,13592256900、13592256900,393826076,393826076@qq.com,七一路武警支队大门东邻,38
212029,22211,小巷花香,20549,南国花卉园艺,2784,5,13692223320、18148506077,,164513841@qq.com,广东省深圳市龙岗区交叉口坳二路25号皇兴爵会所旁边新天幼儿园对面旷野玫瑰花店(深圳市旷野玫瑰设计工作室)深圳市龙岗区横岗街道坳背坳二路25号103,38
302295,311,株洲紫曦花艺,26446,株洲紫曦花园,180,5,15616352905,124617686,124617686@qq.com,芦淞路157号办公楼4号门面,38
303267,22211,爱花居上海市虹梅南路店,27544,HWTANAI,2350,5,15900606644、13472690842,1026892855,1026892855@qq.com,上海市闵行区虹梅南路曹建路216号,38
216455,22211,爱花居自贡市学苑街店,20136,锐毅花艺,2479,5,15892222216、13388332831,1451478557,1451478557@qq.com,学苑街118号学府花园对面,38
333435,22211,广州白云区花之惠鲜花店,23773,广州白云区花之惠鲜花店,2851,5,15986303752,251796691,ww656009@yahoo.cn,广州市广州大道北1239号54栋11号铺位,38
416352,22211,护花使者花艺礼品坊,147334,护花使者佛山店,2834,5,15302815658、15800088694,1801784740,1801784740@qq.com,桂城街道茶基新村25号一楼首层,37
291407,22211,江门文华飞鲜花店,22036,文华飞鲜花店,2760,5,13534777382,771324321,858021232@qq.com,美景街11号(丽宫国际酒店后面美景市场旁）,37
304851,2111,娃娃鱼同城配送,29383,娃娃鱼同城配送,453,5,15880039886、15880039886,277181654,277181654@qq.com,福州市晋安区前横南路153号三木都市田园,37
303752,22211,鸢尾蝶花艺,28092,鸢尾蝶花艺,2965,5,15806410989、13864059395,1475721388,1475721388@qq.com,历下区历山路95号,37
222368,22211,天津紫桔梗花店,22223,杰雅花店,2519,5,15022544602,721164084,杰雅花店,中北镇雷庄花卉永旺路,37
313901,22211,！！！！,43042,深圳美奇花花,877,5,18588590820,2569645079,2569645079@qq.com,福田罗湖区南山区宝安区,37
415346,22211,心语缘鲜花店,145983,天津心语缘鲜花店,2921,5,13622002230,652105065,652105065@qq.com,天津市河北区靖江路镇江里底商,37
258034,22211,中山小榄香百合鲜花坊,2709,香百合花艺,2776,5,13425583810、15819388790,313043103,2410238582@qq.com,广东省中山市小榄镇北秀路2号北区市场D019号铺,37
381047,2221,武汉百花缘花坊,111262,百花缘花坊,2694,5,15815402700、15815402700,676783748,676783748@qq.com,洪山区虎泉街99号,37
437591,22211,深圳市福田区青城花艺店,191287,深圳市福田区青城花艺,2838,5,15361007032、13603073409,213969659,213969659@qq.com,新洲祠堂村154号102铺,37
416899,22211,如意花店,149976,15521326263,2957,5,15521326263、15521326263,565381030,527062797@qq.com,广州市白云区嘉禾,36
422176,22211,花之恋花艺馆,168960,花之恋花艺馆,3039,5,17786045894、18086525455,2426315877,2426315877@qq.com,武汉市江汉区江汉二路148号,36
302498,22211,沈园花艺,26686,theonef,2626,5,13502833220,1181103819,shirry7879@163.com,深圳市福田区振中路玮鹏花园4栋雍怡阁一楼,36
417469,22211,花与爱,145133,清晨阳光,1499,5,18180209656,3431655568,879077897@qq.com,聚福路保利花园三期731号,36
313476,22211,芊卉鲜花,42512,香卉鲜花花艺,2979,5,18373127470,1677873049,1677873049@qq.com,人民中路183号芊卉鲜花批发,36
255316,22211,宜兴市郁金香花行,21615,tyx206,904,5,13771380986、13915369261,415650109,415650109@qq.com,通贞观路110号,36
415642,22211,馨均隆花店,146409,馨均隆花店,1594,5,13600972490,113726430,113726430@qq.com,体育路127号,36
426741,22211,漫花谷鲜花店,178574,义乌漫花谷鲜花店,2913,5,18267066249,1591337743,1591337743@qq.com,义乌稠江街道香山路278号,36
333734,22211,重庆久伴花艺,63527,重庆久伴花艺,2540,5,18702379887、13983792213,568668148,568668148@qq.com,龙山街道松石支路472号,36
330209,22211,常青佳缘鲜花店,59442,佳緣鮮花,2851,5,18717182597、18717182597,276933167,276933167@qq.com,江汉常青武汉江汉常青三路100附5号,36
251231,2111,白银市白银区花语鲜花礼品速递,14326,白银市花之语鲜花礼品,479,5,18309435160、18909431035,1026506431,1026506431@qq.com,甘肃省白银市白银区上海路国芳·国际世贸花园综合写字世贸花园,299
461161,2111,艺诚花艺,223153,温暖的小店,491,5,13325820159,1290295810,1290295810@qq.com,海兴路290号,299
425706,22,露漫花苑,176518,露漫花苑鲜花店,555,5,19849368776、19849368776,1041014679,1041014679@qq.com,南湾街道锦绣山庄C2栋13A,299
420334,22,鹰潭鑫美花卉,38022,鑫美花卉,542,5,15007013968、18370167606,374190604,374190604@qq.com,鹰潭市月湖区五洲花苑-7号楼,299
425006,22,南宁市琳琅花卉饰品店,175155,琳琅花卉饰品店,554,5,13768589611,695272410,695272410@qq.com,南宁市青秀区祥宾路16号高层综合楼一层3号商铺,299
439090,22,鹿花花花艺,194182,luhuahua0336,520,5,15898770336,147688707,147688707@qq.com,银泰城C座710,299
439373,22,佳景花艺,194766,ywb1029,562,5,15012885889,1079268608,ybb16899168@163.com,深圳市宝安区安顺路47号德隆居,299
419677,22,唯美花艺,162743,俊丢丢的静静缭绕,511,5,15132080988,99560908,99560908@qq.com,陵园路与绿化路交叉口东行3米路南,299
421758,22,凤仙花艺,168119,凤仙花艺,526,5,18257999560,2913228543,2913228543@qq.com,永康高新路14幢,299
425359,2111,花生活相约花开,175851,相约花开,535,5,18699441277,819756580,819756580@qq.com,昌吉市中医院旁边,299
300727,22,辽宁昌图燕桥鲜花店,24557,yqxhd7000,488,5,13134107000、15141877333,3321503,3321503@qq.com,辽宁昌图文化路邮局北走60米(原图们江烤肉道东),298
441023,2111,重庆花星球电子商务有限公司,194981,带蝴蝶结的小老虎,494,5,19946952822、15823564104,2665840540,2665840540@qq.com,袁家岗158号3栋16－4,298
206805,22,青岛即墨浪漫鲜花店,14415,即墨浪漫鲜花店,416,5,13963957506,2367396137,2367396137@qq.com,文化路与新兴路交汇处西200米路北,298
267778,22,日照鑫歆花艺,21477,日照鲜花,399,5,13256021919,21301717,21301717@qq.com,石臼海滨二路88号（原石臼老三联对面公交车站处）,298
267803,22,深圳龙岗坪山新区坑梓鲜花店,21760,深圳坑梓鲜花店,226,5,13028802898、13028802339,706731141,706731141@qq.com,惠州市惠阳区大亚湾龙山一路冠华城商业街,298
241960,22,葫芦岛兴城鲜花蛋糕速递,10597,葫芦岛地区鲜花蛋糕免费配送,562,5,13234299888、13942990238,,8590739@qq.com,三角公园,298
462801,22,北京红太郎鲜花店,226848,15810915204,528,5,15810915204,174038178,174038178@qq.com,玉廊西园4号楼1层105-2,298
224516,22,新郑西亚斯朵朵鲜花,14519,345078518@qq.com,565,5,15838393080,345078518,345078518@qq.com,西亚斯国际学院西门,298
443422,2111,固安县固安镇东彬鲜花店,202741,东彬鲜花朵朵店,538,5,15188770812、15010052516,837927059,837927059@qq.com,河北省廊坊市固安县永定路777号郦湖·北岸,298
